,Unnamed: 0,ytid,start_s,end_s,aspect_list,caption,Discogs400 genre,MTG Jamendo genre,danceability,happy,sad,relaxed,mood and theme,instruments,voice gender
3582,4873,rPAB0ymJGco,140,150,"['heavy metal', 'sound effects', 'roar', 'dinosaur', 'distorted electric guitar', 'acoustic drums', 'loud', 'extreme', 'violent']",This is a loud heavy metal piece that is played as a soundtrack for a video game with sound effects of fire and a dinosaur roaring in the beginning. There is a distorted electric guitar playing a simple tune while loud acoustic drums provide a heavy metal beat as the rhythmic background. The theme has a very violent feel to it.,Electronic---Industrial,electronic,danceable,non_happy,non_sad,non_relaxed,"['dark', 'epic', 'action', 'heavy', 'film']","['synthesizer', 'bass', 'drums']",male
3583,4874,rQcecqZtGvE,590,600,"['brass band', 'symphonic song', 'orchestral song', 'low quality recording', 'trumpet', 'tuba', 'no percussion', 'moderate tempo', 'no other instruments', 'instrumental', 'no voices', 'victorious mood']",This orchestral song features a brass band. The main melody is played on the trumpet. The bass is played on a tuba. There are other brass instruments playing in harmony in the background. There is no percussion in this song. There is no voice in this song. The mood of this song is victorious. This song can be played when a champion takes the podium in a classic event such as fencing or an equestrian event.,Electronic---Experimental,classical,not_danceable,non_happy,sad,relaxed,"['film', 'documentary', 'christmas', 'adventure', 'relaxing']","['piano', 'flute', 'violin']",male
3584,4875,rQeikHMQGOM,30,40,"['brass instruments', 'orchestral music', 'trombone', 'symphonic feel', 'horn', 'no percussion', 'instrumental music', 'no voice', 'slow tempo', 'relaxing song']",This song features the brass section of a symphonic orchestra. The melody is played on trumpets. It is accompanied by a trombone and a brass horn playing individual parts. This song is at a slow tempo and has a relaxing feel. There are no voices in this song. There is no percussion in this song.  This song can be played when a hero is returning victorious from a battle.,Classical---Renaissance,classical,not_danceable,non_happy,sad,relaxed,"['film', 'adventure', 'christmas', 'drama', 'documentary']","['piano', 'violin', 'flute']",male
3585,4876,rS8oECcQBCk,10,20,"['jam', 'gear', 'rhythm machine', 'electronic drum beat', 'bass guitar', 'acoustic guitar', 'male voice', 'advertising']","This is an advertisement video for a rhythm machine. Firstly, it is shown playing behind a bass guitar jam. Then, it is shown playing behind an acoustic guitar jam. A male voice is describing the benefits and functions of the rhythm machine. The parts where the instruments can be heard without the interruption of the voice can be sampled for use in beat-making.",Rock---Punk,pop,not_danceable,happy,non_sad,relaxed,"['melodic', 'love', 'energetic', 'happy', 'dark']","['drums', 'bass', 'electricguitar']",male
3586,4877,rTBQmP6Vt0g,10,20,"['instrumental', 'distorted audio', 'drums', 'dance music', 'wind instrument harmony', 'congas', 'electric guitar harmony', 'keyboard accompaniment', 'cajun', 'lively', 'spirited', 'dance music', 'muddled audio', 'chatter of people']","This song is an instrumental. The tempo is medium fast with enthusiastic drumming, congas and canon rhythm,electronic guitar harmony, keyboard accompaniment and a wind instrument playing a melodious harmony. There is the sound of chattering in the background. The audio is of inferior quality and muddled. The song is energetic, spirited and melodic with a catchy dance groove.",Rock---Punk,pop,danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'love', 'melodic', 'ballad']","['electricguitar', 'bass', 'drums']",male
3587,4878,rUIGOcQMaSE,40,50,"['corporate music', 'wide plucked strings', 'simple bells', 'punchy roomy kick', 'soft rimshot', 'jingle', 'instrumental', 'shimmering tambourine', 'outro', 'happy', 'fun', 'uplifting']","The Corporate instrumental contains wide plucked strings, simple bells, punchy, roomy kick hits and soft rimshots. At the very end of the video there is a shimmering tambourine. Judging by the silence at the end, it could be said that this is an outro of the jingle. It sounds happy, fun and uplifting, like any corporate sound should sound like.","Folk, World, & Country---Folk",pop,not_danceable,non_happy,sad,relaxed,"['happy', 'love', 'uplifting', 'relaxing', 'advertising']","['drums', 'bass', 'electricguitar']",female
3588,4879,rVDojJcQdE0,40,50,"['pop', 'two songs', 'digital drums', 'sub bass', 'synth sounds', 'male voice singing', 'higher register', 'female voice singing with backing vocals', 'medium to uptempo']",This recording contains two songs. Both of them have a digital drum playing along with a sub bass and a wide synthesizer lead melody. On one a male voice is singing in a higher register. on the other a female voice is singing with female backing voices. These songs may be playing in a club.,Pop---K-pop,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'happy', 'love', 'funny', 'party']","['synthesizer', 'bass', 'drums']",male
3589,4880,rVdI-aD9pq8,40,50,"['bamboo flute song', 'instrumental', 'no voices', 'no other instruments', 'romantic mood', 'slow tempo']",This song is played on the bamboo flute. The melody is simple and traditional. The sound is tremulous. There are no other instruments in this song. There are no voices in this song. This song can be played in a children's kung fu animation movie.,"Folk, World, & Country---Folk",folk,not_danceable,non_happy,sad,relaxed,"['meditative', 'melodic', 'relaxing', 'film', 'love']","['drums', 'guitar', 'flute']",male
3590,4881,rVymW4Nb4NU,0,10,"['low quality', 'noisy', 'hip hop', 'stuttering dj scratching sound effect', 'alarm beeping', 'mono']","The low quality recording features an alarm beeping sound effect, after which the hip hop song starts playing and it has a stuttering DJ scratching sound effect. The recording is noisy and in mono.",Non-Music---Field Recording,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'happy', 'melodic', 'love', 'film']","['synthesizer', 'drums', 'bass']",male
3591,4882,rW5YKFsiWM8,50,60,"['hindustaani music', 'flute solo', 'bansuri', 'meditational', 'devotional music', 'fusion music', 'slow tempo', 'keyboards accompaniment', 'tabla percussion', 'instrumental  music', 'slow tempo po', 'traditional indian instruments', 'soulful', 'romantic passionate', 'range of emotions', 'live performance', 'live audience', 'youtube music video', 'healing', 'heartfelt', 'sitar accompaniment']","The song is an instrumental. The tempo is slow with an Indian flute or bansuri playing soulfully to the keyboard accompaniment, sitar accompaniment and a tabla player waiting to join in. The music is soulful and emotional. The audio quality is poor.","Folk, World, & Country---Indian Classical",folk,not_danceable,non_happy,sad,relaxed,"['relaxing', 'meditative', 'film', 'melodic', 'romantic']","['piano', 'drums', 'electricguitar']",female
3592,4883,rWitVrXe5tg,40,50,"['low quality', 'ambient classical', 'melancholic', 'sad', 'sustained string chords', 'slow arpeggiated guitar melody', 'smooth bass', 'emotional']","The low quality recording features an ambient classical song that consists of sustained strings, chords, slow arpeggiated guitar melody and smooth bass. It sounds sad, melancholic and emotional.",Electronic---Ambient,classical,not_danceable,non_happy,sad,relaxed,"['relaxing', 'meditative', 'emotional', 'film', 'romantic']","['piano', 'guitar', 'electricguitar']",female
3593,4884,rY9zjr9T_WI,150,160,"['kids song', 'wind chimes', 'xylophone', 'female voice', 'sound effects', 'clicks', 'clown horn', 'goofy', 'generic', 'simple']","This is a kids music piece. There is a keyboard playing the main tune while the wind chimes and the xylophone can be heard adding texture. There are sound effects such as clicks and a clown horn. A female voice says ""ice cream"". The atmosphere is goofy and generic. This piece could be used in the background of an educational video about ice cream meant for kids.",Electronic---New Age,classical,not_danceable,non_happy,sad,relaxed,"['melodic', 'happy', 'relaxing', 'christmas', 'inspiring']","['piano', 'synthesizer', 'drums']",female
3594,4885,r_KdRKquXsM,170,180,"['brass performance', 'trumpets', 'bass horns', 'slow tempo']",This audio contains a composition played by brass instruments such as trumpets playing a melody in the higher range along with a deeper horn and a bass horn. This song may be playing at a theater presenting this composition.,Classical---Contemporary,classical,not_danceable,non_happy,sad,relaxed,"['film', 'relaxing', 'drama', 'emotional', 'meditative']","['piano', 'violin', 'cello']",female
3595,4886,r_TgaHCsYB0,30,40,"['timpani', 'percussion', 'grand', 'regal']",This is a clip of a piece on the timpani orchestral percussion instruments. The drummer repeats the same motif twice. The sound of the drums is regal and grand.,Electronic---Experimental,classical,not_danceable,non_happy,sad,relaxed,"['film', 'dark', 'meditative', 'relaxing', 'melodic']","['piano', 'synthesizer', 'drums']",male
3596,4887,raM8Lp0aGCk,30,40,"['synth pop', 'analog synthesizer', 'theremin', 'uptempo', 'warm', 'soft sounding']",Someone is playing soft and warm sounding chords on an analog synthesizer slowly opening up a filter letting higher frequencies pass. Someone is playing a melody along on a theremin. Both are playing in the mid to higher range. This song may be playing live.,Electronic---Ambient,classical,not_danceable,non_happy,non_sad,relaxed,"['film', 'relaxing', 'love', 'energetic', 'emotional']","['piano', 'synthesizer', 'drums']",female
3597,4888,rccs9c1gteQ,0,10,"['synth/pop', 'noise', 'arpeggios', 'male voice singing', 'synth bass', 'synth pad', 'medium tempo', 'amateur recording']","This song starts with a lot of high pitched noise that is arpeggiated. Then a male voice starts singing in the mid-range along to a synth bass, pad and pluck sounds. This song may be playing recorded music at home.",Electronic---Experimental,electronic,danceable,non_happy,non_sad,relaxed,"['love', 'dark', 'melodic', 'slow', 'film']","['synthesizer', 'bass', 'drums']",male
3598,4889,rez5KDmIZoc,30,40,"['low quality', 'muffled female soft vocal', 'sustained strings melody', 'arpeggiated acoustic guitar melody', 'mellow', 'soft', 'sad']","The low quality recording features a muffled female soft vocal singing over sustained strings melody and arpeggiated acoustic guitar melody. It sounds mellow, soft and sad - even though the quality is bad.",Rock---Ethereal,ambient,not_danceable,non_happy,sad,relaxed,"['meditative', 'relaxing', 'love', 'christmas', 'film']","['voice', 'electricguitar', 'acousticguitar']",female
3599,4890,rfQ94EXIpTc,30,40,"['instrumental', 'slow tempo', 'cello', 'whistling', 'resonator guitar', 'acoustic guitar', 'simple melody', 'people talking in background', 'busking', 'minimalist', 'soft', 'mellow', 'captivating', 'serene']","This music is a pleasant instrumental. The music is slow tempo with a soft cello and guitar duet with a whistle melody. The song is mellow, soothing, calming , dulcet, warm and relaxing in contrast to the background noises of people talking and walking. The musicians are buskers.",Blues---Texas Blues,country,not_danceable,non_happy,sad,relaxed,"['happy', 'love', 'film', 'melodic', 'energetic']","['drums', 'bass', 'electricguitar']",male
3600,4891,rfa-iUp5UQc,50,60,"['country', 'country guitar', 'acoustic guitar', 'slide guitar', 'acoustic guitar arpeggio', 'tambourine', 'live recording', 'intricate guitar playing']",This is an intricate country guitar performance. The guitarist plays slide guitar. The playing is complex. There is a tambourine as a percussive element on every beat. It's a live recording.,Blues---Country Blues,folk,not_danceable,non_happy,sad,relaxed,"['meditative', 'love', 'melodic', 'relaxing', 'sad']","['acousticguitar', 'electricguitar', 'guitar']",male
3601,4892,rfah0bhmYkc,30,40,"['electric guitar lead', 'distorted tones', 'experimental', 'playing alone', 'guitar practice routine', 'no percussion instrumentation', 'goofing around', 'instrumental music', 'playing rhythmically', 'guitar overtones', 'no', 'percussion instruments', 'jarring tones', 'bell tones', 'rock music', 'exciting', 'spirited', 'rebellious', 'aggressive', 'no other instrumentation', 'medium tempo', 'hard metal']",The song is an instrumental. The song is medium tempo with an overdriven guitar playing a jarring lead in rhythmic fashion and guitar over tones that sound like bell tones. The song is aggressive and experimental. The song is a modern rock intro.,Rock---Noisecore,electronic,danceable,non_happy,non_sad,relaxed,"['dark', 'melodic', 'energetic', 'space', 'dream']","['synthesizer', 'drums', 'bass']",male
