ytid,start_s,end_s,aspect_list,caption
mW0B1sipLBI,30,40,"['neo-soul', 'funk', 'no singer', 'instrumental', 'theremin', 'keyboard', 'electric guitar', 'electronic drums', 'groovy', 'interesting', 'unique', 'medium tempo']",This is the cover of a neo-soul/funk music piece. The vocal track of the original piece is replaced by a theremin playing the main melody. The keyboard and the electric guitar are playing in the melodic background. The rhythmic background consists of a medium tempo electronic drum beat. The atmosphere is groovy. There is an interesting feel to it. This piece could be used in the soundtrack of a cartoon or an animation movie. It could also work well as a background music for intriguing social media content.
mW5_chAgg8c,120,130,"['low quality', 'uptempo acoustic rhythm guitar chord progression', 'hollow', 'loud', 'aggressive strumming', 'happy']","The low quality recording features an acoustic rhythm guitar being aggressively strummed, while producing some happy sounding melodies. The guitar sounds a bit hollow, almost as if it is recorded with a phone."
mWL9_WIbykw,20,30,"['electronic', 'synthwave', 'instrumental', 'synth', 'analog sounding', 'mellow tune', 'nostalgic', 'cozy']",This is a synthwave music piece. It is an instrumental piece. There is an analog sounding synth playing a mellow tune. An overall feeling of nostalgia can be felt from this piece. It could be used in the soundtrack of a drama movie that is about a protagonist who cannot adapt to modernity.
mWuX--EEq2E,280,290,"['greek folk music', 'live performance', 'orchestra', 'oud', 'floghera', 'bass guitar', 'male voice', 'acoustic drums', 'lively', 'repeated tune', 'rising tempo']","This is a live performance of a Greek folk music piece. There is an orchestra performing the piece. There is a floghera flute playing the main tune while the oud and the bass guitar are playing in the background. The rhythm is being played by the acoustic drums. After the shout coming from a male voice, the orchestra starts accelerating. The atmosphere is lively. This piece could be playing in the background at a seaside Greek tavern."
mZNNWTrvGoA,30,40,"['instrumental', 'single instrument', 'brass', 'trombone', 'royal', 'dramatic']","This is a trombone performance piece for an audition. The tune being played resembles something that would be heard at the royal court of a western kingdom. The atmosphere is dramatic. This piece could be used in the soundtrack of a historical drama movie, especially during the scenes where the king is attending a feast."
maZ3b5w6xVI,440,450,"['low quality', 'noisy', 'loud church bells', 'mono']",The low quality recording features a loud church bells playing. The recording is in mono and it is very noisy.
macnXLRXbHU,30,40,"['low quality', 'arpeggiated acoustic guitar melody', 'soft double bass', 'passionate harmonica solo', 'emotional', 'passionate', 'heartfelt']","The low quality recording features a harmonica solo melody over soft double bass and arpeggiated acoustic guitar melody. It sounds emotional, passionate and heartfelt."
maeSHVZX8xc,60,70,"['low quality', 'noisy', 'gospel', 'harmonizing mixed vocals', 'emotional', 'passionate']",The low quality recording features a gospel song that contains a harmonizing mixed vocals singing. The recording is a bit noisy and it sounds emotional and passionate.
mcAsO331Z9s,30,40,"['instrumental', 'fast tempo', 'trumpets', 'complex harmonies', 'syncopated', 'electronic reggae', 'synthesiser arrangement', 'folk music', 'latin folk', 'world music', 'accordion harmony', 'psychedelic', 'party song', 'dance groove', 'contemporary traditional music', 'trombone', 'conga', 'bongos', 'steel pan', 'saxophone', 'electric guitar', 'groovy bass', 'upbeat', 'cheerful', 'happy merry', 'polyrhythms', 'animated', 'high-spirited', 'lively', 'colourful', 'vivid', 'vivacious']","This music is an upbeat instrumental. The tempo is fast with a plethora of instruments like trumpets, congas, bongos, steel drum, accordion,saxophone, keyboard,and electric guitar. The music is perky, buoyant, high spirited, enthusiastic, energetic with complex harmonies. This music is a contemporary take in Traditional Latin folk music."
mdOZIOc8SA4,30,40,"['meditation', 'relaxing', 'synth pads/drones', 'flute sound', 'digital female choir pad', 'piano', 'reverb', 'slow tempo']",This song contains a lot of synth pad and drone sounds creating a meditative atmosphere. Then a deep soft bass sound comes in. A piano is playing a slow melody with a lot of reverb. A flute sound is playing a simple melody on top and a pluck instrument is playing another short melody. Then a digital female choir sounding pad comes in. This song may be playing during a meditation session.
merGvga39Yo,30,40,"['instrumental music', 'guitar playing', 'audio units', 'tech gear demos', 'demo video', 'rock music', 'amateur recording', 'poor audio quality', 'guitar effects pedal', 'amplification', 'guitar distortion', 'guitar rhythm', 'groovy music', 'grunge tones', 'poor audio quality', 'effects pedal demonstration', 'energetic', 'youthful', 'passionate', 'spirited', 'solo', 'soloist', 'home studio', 'amateur recording', 'rock music', 'medium tempo']",The song is an instrumental. The tempo is medium fast with a guitar playing lead with a guitar effects pedal producing a distorted grunge tone. The song is energetic and passionate with no other instrumentation. The song audio quality is very poor.
mfZMcNmLxWM,30,40,"['instrumental', 'medium tempo', 'drum beat', 'metal plates', 'metal bowls', 'calming engaging', 'folk music', 'regional music', 'percussion', 'soothing', 'gamelan', 'metallophones', 'percussion instrument', 'xylophone', 'hand pan', 'sharp', 'pleasant', 'simple melody']","This music clip is an instrumental with gamelan instrumental lead along with a hand percussion. The tempo  is medium with melodic sounds and harmony from the striking of metal bowls or plates. The music is soft, melodious, calming, engaging and interesting and sounds a lot like a xylophone."
mhqHHQ1gSvM,30,40,"['heavily distorted audio', 'low fidelity', 'syncopated', 'odd meter', 'electric bass', 'tom tom', 'synthesizer brass', 'male singer', 'international', 'south asain', 'middle eastern']","Heavily distorted with poor audio quality, this low fidelity music features syncopation and odd meters, a repetitive tom tom drum, electric bass guitar, synthesized brass sounds, a male singer, and an international flavor. Sounds like it could be middle eastern or south Asian."
mhru3GXbkHY,30,40,"['low quality', 'orchestral', 'wide strings melody', 'mellow brass', 'wide brass melody', 'shimmering cymbals', 'suspenseful', 'intense', 'background music']","The low quality recording features an orchestral music that consists of a wide string melody, followed by mellow brass, wide brass melody and shimmering cymbals. It sounds suspenseful and intense - like something that you would hear in the background of a movie scene."
mixc4NV5IBE,30,40,"['instrumental', 'electronic music', 'drum machine', 'thumpy bass', 'punchy drumming', 'high energy', 'hypnotic', 'psychedelic', 'trippy', 'trance music', 'repetitive', 'recurring', 'insistent', 'dj', 'dj music', 'punchy drumming', 'atmospheric keyboard', 'percussive electronic music', 'dj mixer', 'dj', 'club music', 'dance music', 'elctronic arangement', 'youthful', 'enthusiastic', 'energetic', 'passionate', 'pulsating']","This instrumental is an EDM. The tempo is fast with drum machine beats and electronically produced music and sounds.The audio quality is inferior, however the beat melody can be heard. The music is youthful, pulsating, enthusiastic, electric, repetitive, insistent,recurring,trippy , hypnotic, and psychedelic. The thumpy bass and punchy drum beats give it a high energy Dance vibe."
mjZylz3nCwQ,230,240,"['low quality', 'wide violin melody', 'low cello melody', 'emotional', 'passionate', 'orchestral', 'cartoons']",The low quality recording features an orchestral music played by wide violin melody and low cello. It sounds emotional and passionate - like something you would hear in old cartoons.
mlpTCec4igo,90,100,"['low quality', 'country', 'harmonizing vocals', 'electric guitar solo melody', 'smooth bass guitar', 'snappy rimshot', 'shimmering hi hats', 'soft kick hits', 'acoustic rhythm guitar', 'soulful', 'emotional', 'passionate']","The low quality recording features a country song that contains harmonizing vocals singing over electric guitar solo melody, smooth bass guitar, acoustic rhythm guitar, snappy rimshots, shimmering hi hats and soft kick hits. It sounds soulful, emotional and passionate."
mlrarQ5nVlU,170,180,"['low quality', 'live performance', 'noisy', 'classical', 'woodwinds melody', 'sustained strings melody', 'double bass melody', 'passionate']","The low quality recording features a live performance of a classical song that consists of a woodwinds melody, sustained strings melody and double bass melody. It sounds passionate and the recording is in mono and noisy."
mnSP_ONVS7k,50,60,"['indie hip-hop', 'rap', 'speech sample', 'male voice', 'strings sample', 'acoustic drums', 'groovy', 'hip', 'urban', 'crisp', 'normal tempo']",This is an indie rap/hip-hop music piece. There is male voice rapping rapidly over a beat. The beat has a plucked strings sample for the melody. The rhythmic background is a normal tempo hip-hop beat played on the acoustic drums. There is also a speech sample used in the beat. The atmosphere is groovy and crisp. This piece would fit perfectly in the soundtrack of a crime movie/TV series that takes place in the big city. It could also be used in the soundtrack of a crime/shootout video game. It could be playing at sports venues as well.
mpikDeSk-mM,30,40,"['electronic dance music', 'dj', 'female singer', 'beach party hits', 'retro pop hits', 'diva', 'groovy bas slime', 'strong drumming rhythm', 'various percussion hits', 'exciting', 'cheerful', 'romantic', 'groovy', 'love song', 'party all night', 'party hits', 'dance hits', 'retro dance music', 'miami larry', 'happening paces', 'dance floor', 'keyboard accompaniment', 'disco hits']","A female singer sings this cool dance melody. The song is medium-fast tempo with a cool dance groove, percussive bass line, steady dance rhythm, keyboard accompaniment and various percussion hits. The song is groovy and proper electronic dance music hit,"
